node_id,element_type,guid,length,width,height,info_string,label_type,bb_xmin,bb_ymin,bb_zmin,bb_xmax,bb_ymax,bb_zmax,embedded_door_guid,zone_stamp_guid,pos_x,pos_y,room_name,room_number,room_height,marker_guid,embedded_in_wall_guid,label_guid
137,Wall,9E627406-FAFE-4857-936F-5B8241CF1636,8.30,0.30,3.20,PAREDE 27cm,0,-6.82,-40.24,13.6,-4.69,-32.08,16.8,,,,,,,,,,
138,Wall,4A7609A3-1282-3D65-CBF8-662F5E227AE4,4.86,0.15,3.20,PAREDE 27cm,0,-5.33,-36.86,13.6,-4.11,-32.09,16.8,,,,,,,,,,
139,Wall,55A30B00-7426-6765-23BE-09D2E95B6488,8.30,0.25,3.20,PAREDE 27cm,0,-1.45,-39.03,13.6,0.62,-30.88,16.8,"76A2DCCC-AC85-E65E-5791-6C2DECAEBDAB, 585D031F-0751-A523-263C-C58D8DD6349D, 2489DCCC-E3F6-2B47-0361-FE6C4AF90B08",,,,,,,,,
140,Wall,211B326B-A1AC-A88C-D62A-2AB56136B1AA,8.30,0.15,3.20,PAREDE 27cm,0,-3.63,-39.52,13.6,-1.65,-31.39,16.8,751C6BBF-31A6-5109-B500-C973037C9258,,,,,,,,,
141,Wall,13F4D1C4-ABCE-DD67-B3F0-4D8DF20D1BC6,2.23,0.15,3.20,PAREDE 27cm,0,-2.23,-37.73,13.6,-0.03,-37.1,16.8,,,,,,,,,,
142,Wall,80D6C117-FC4E-FCBE-A452-9AE6E6627E6D,11.25,0.30,3.20,PAREDE 26cm,0,-5.05,-40.24,13.6,5.99,-37.47,16.8,,,,,,,,,,
143,Wall,DE1F4332-464C-D391-FBBF-05ED89F795B0,8.30,0.25,3.20,PAREDE 27cm,0,4.15,-37.76,13.6,6.23,-29.61,16.8,,,,,,,,,,
144,Wall,1CCD8A7D-77A0-F7CF-2F14-DB7821280870,5.75,0.15,3.20,PAREDE 27cm,0,-0.94,-33.33,13.6,4.7,-31.92,16.8,,,,,,,,,,
145,Wall,EF1ABE23-C266-57B5-D51A-E95D4999D4C9,3.27,0.25,3.20,PAREDE 28cm,0,-5.68,-37.42,13.6,-2.43,-36.46,16.8,,,,,,,,,,
146,Wall,D02BFB30-A48C-95A3-BEA3-915E51926029,8.30,0.30,3.20,PAREDE 27cm,0,-6.82,-40.24,16.8,-4.69,-32.08,20.0,,,,,,,,,,
147,Wall,1109B70E-C844-040D-A500-090BDED56FA5,4.86,0.15,3.20,PAREDE 27cm,0,-5.33,-36.86,16.8,-4.11,-32.09,20.0,,,,,,,,,,
148,Wall,FCA98F14-8511-AB24-6EB3-FE772481DAB8,8.30,0.25,3.20,PAREDE 27cm,0,-1.45,-39.03,16.8,0.62,-30.88,20.0,FD227EA8-3807-2E3B-A38F-0D8E37E0FE53,,,,,,,,,
149,Wall,40089091-4673-EE6E-ECC4-5462DA0B73F7,8.30,0.15,3.20,PAREDE 27cm,0,-3.63,-39.52,16.8,-1.65,-31.39,20.0,274AF73D-94E4-086C-6E03-CE3035E204C3,,,,,,,,,
150,Wall,B4599CF6-36D8-52DB-3CE1-16B21D02C7B2,2.23,0.15,3.20,PAREDE 27cm,0,-2.23,-37.73,16.8,-0.03,-37.1,20.0,,,,,,,,,,
151,Wall,556D1B69-F76F-87FE-EC96-DFBFF5B72F1F,11.25,0.30,3.20,PAREDE 26cm,0,-5.05,-40.24,16.8,5.99,-37.47,20.0,,,,,,,,,,
152,Wall,65C9DA1C-9B9F-35F0-A8DE-92696D945FB7,8.30,0.25,3.20,PAREDE 27cm,0,4.15,-37.76,16.8,6.23,-29.61,20.0,,,,,,,,,,
153,Wall,F9AC3868-D257-1C55-EEBF-2042F13F8538,5.75,0.15,3.20,PAREDE 27cm,0,-0.94,-33.33,16.8,4.7,-31.92,20.0,,,,,,,,,,
154,Wall,2C20F516-EBC4-18B2-2732-C14AF76186E3,3.27,0.25,3.20,PAREDE 28cm,0,-5.68,-37.42,16.8,-2.43,-36.46,20.0,,,,,,,,,,
155,Wall,4A8ADC06-7EDF-C636-62C5-2468BF9BD668,8.30,0.30,3.20,PAREDE 27cm,0,-6.82,-40.24,20.0,-4.69,-32.08,23.2,,,,,,,,,,
156,Wall,41D11646-53F3-888F-6994-986DF543DC54,4.86,0.15,3.20,PAREDE 27cm,0,-5.33,-36.86,20.0,-4.11,-32.09,23.2,,,,,,,,,,
157,Wall,37F76EA4-7908-7406-A7FE-1AAACE87533F,8.30,0.25,3.20,PAREDE 27cm,0,-1.45,-39.03,20.0,0.62,-30.88,23.2,"4244614A-5697-98E1-BB75-A2F45D52E1D2, 3266B9B9-60D1-9463-5247-F331CEE9A5B4, 04F24580-2EDB-AD26-01AB-894DA112E40C",,,,,,,,,
158,Wall,32A92288-E7C8-84D9-A1FC-C390D67AC1EC,8.30,0.15,3.20,PAREDE 27cm,0,-3.63,-39.52,20.0,-1.65,-31.39,23.2,B10220BF-954A-A58D-BBF4-9BD80A1B1D0A,,,,,,,,,
159,Wall,286DACCF-9BBF-5A6E-4FC5-7B395299DE43,2.23,0.15,3.20,PAREDE 27cm,0,-2.23,-37.73,20.0,-0.03,-37.1,23.2,,,,,,,,,,
160,Wall,DD2D90C1-AF24-0393-A55F-34A52FB800CD,11.25,0.30,3.20,PAREDE 26cm,0,-5.05,-40.24,20.0,5.99,-37.47,23.2,,,,,,,,,,
161,Wall,D2AC7A5B-A5B7-E7A0-A4D5-744D0FC41EA9,8.30,0.25,3.20,PAREDE 27cm,0,4.15,-37.76,20.0,6.23,-29.61,23.2,,,,,,,,,,
162,Wall,7A68B1E4-1828-B2AE-4B3D-4D79EDD3CDA9,5.75,0.15,3.20,PAREDE 27cm,0,-0.94,-33.33,20.0,4.7,-31.92,23.2,,,,,,,,,,
163,Wall,5D860544-F2CA-577F-157E-CE1E65CABDA0,3.27,0.25,3.20,PAREDE 28cm,0,-5.68,-37.42,20.0,-2.43,-36.46,23.2,,,,,,,,,,
164,Wall,99D30144-A6E8-2A9B-B575-3012A6553FD7,8.30,0.30,3.20,PAREDE 27cm,0,-6.82,-40.24,26.4,-4.69,-32.08,29.6,,,,,,,,,,
165,Wall,FCE5C611-308A-F86B-6FA2-4C83ADC1FAF1,4.86,0.15,3.20,PAREDE 27cm,0,-5.33,-36.86,26.4,-4.11,-32.09,29.6,,,,,,,,,,
166,Wall,1333B1C5-17DD-3E3D-5674-8EEB9162E9E2,8.30,0.25,3.20,PAREDE 27cm,0,-1.45,-39.03,26.4,0.62,-30.88,29.6,"1A73B3D2-76DC-9E09-8C2B-758946E7A5B3, 44AA4212-E900-462E-7DCC-789B462E20C8, 7EB2100C-B486-235F-4236-44CE6B7C858B",,,,,,,,,
167,Wall,420EE805-63F0-21C7-1A64-5343A178C843,8.30,0.15,3.20,PAREDE 27cm,0,-3.63,-39.52,26.4,-1.65,-31.39,29.6,521396E3-FB4A-4877-BBD4-2F5E01D6C731,,,,,,,,,
168,Wall,EC176536-9390-BB2A-28D6-1FF5FD3AA59A,2.23,0.15,3.20,PAREDE 27cm,0,-2.23,-37.73,26.4,-0.03,-37.1,29.6,,,,,,,,,,
169,Wall,0E8C704F-D646-AE0C-AF76-2625711C893C,11.25,0.30,3.20,PAREDE 26cm,0,-5.05,-40.24,26.4,5.99,-37.47,29.6,,,,,,,,,,
170,Wall,CD454E46-E1E9-1FC1-FC95-E7DAA31BE9D7,8.30,0.25,3.20,PAREDE 27cm,0,4.15,-37.76,26.4,6.23,-29.61,29.6,,,,,,,,,,
171,Wall,1DB98F0E-FA81-FBD7-BA36-EEFFBD2D0DA6,5.75,0.15,3.20,PAREDE 27cm,0,-0.94,-33.33,26.4,4.7,-31.92,29.6,,,,,,,,,,
172,Wall,79DCD8AA-0F37-F4D2-2FBD-CA7FBF144A0C,3.27,0.25,3.20,PAREDE 28cm,0,-5.68,-37.42,26.4,-2.43,-36.46,29.6,,,,,,,,,,
173,Wall,004559C4-ECF5-A6B1-B3F0-CAACE1340533,8.30,0.30,3.20,PAREDE 27cm,0,-6.82,-40.24,29.6,-4.69,-32.08,32.8,,,,,,,,,,
174,Wall,56DB3127-3594-434C-55FA-57952A03A76B,4.86,0.15,3.20,PAREDE 27cm,0,-5.33,-36.86,29.6,-4.11,-32.09,32.8,,,,,,,,,,
175,Wall,B7AB7EA4-AD9B-EE30-FDA4-162516C5FA90,8.30,0.25,3.20,PAREDE 27cm,0,-1.45,-39.03,29.6,0.62,-30.88,32.8,"7DC894A2-9BC1-B66A-AA22-F6E378353890, 65FCA2BA-A6B5-1333-67E1-86333BFAD163",,,,,,,,,
176,Wall,0916DEBD-4017-1F9E-738F-EEB96567DA21,8.30,0.15,3.20,PAREDE 27cm,0,-3.63,-39.52,29.6,-1.65,-31.39,32.8,25CFAC8F-DF97-B81B-B08B-15C3A8D5534F,,,,,,,,,
177,Wall,55E5F590-26F7-B8C4-6558-5981C60A9686,2.23,0.15,3.20,PAREDE 27cm,0,-2.23,-37.73,29.6,-0.03,-37.1,32.8,,,,,,,,,,
178,Wall,848900FA-D068-2554-3B01-CDD6CC2EE8F0,11.25,0.30,3.20,PAREDE 26cm,0,-5.05,-40.24,29.6,5.99,-37.47,32.8,,,,,,,,,,
179,Wall,0A4A3BBE-AE7E-03CD-18F4-E47AF3C41BD1,8.30,0.25,3.20,PAREDE 27cm,0,4.15,-37.76,29.6,6.23,-29.61,32.8,,,,,,,,,,
180,Wall,D9DBEA8B-28CA-702D-D02D-3B5FD83CD7A0,5.75,0.15,3.20,PAREDE 27cm,0,-0.94,-33.33,29.6,4.7,-31.92,32.8,,,,,,,,,,
181,Wall,7B57331B-440B-67CD-CC22-B032EC49D391,3.27,0.25,3.20,PAREDE 28cm,0,-5.68,-37.42,29.6,-2.43,-36.46,32.8,,,,,,,,,,
182,Wall,25068E8C-7756-ABF2-4F33-6169F42C26E3,8.30,0.30,3.20,PAREDE 27cm,0,-6.82,-40.24,36.0,-4.69,-32.08,39.2,,,,,,,,,,
183,Wall,70BDEFAB-C6A7-674F-5FC6-9C56FA0F6618,4.86,0.15,3.20,PAREDE 27cm,0,-5.33,-36.86,36.0,-4.11,-32.09,39.2,,,,,,,,,,
184,Wall,BADDE669-71B4-DC53-87F1-6EEE60DBCD65,8.30,0.25,3.20,PAREDE 27cm,0,-1.45,-39.03,36.0,0.62,-30.88,39.2,"082F66EE-4214-B467-CDAB-8CE5D5C80E02, 7832D75D-A5C8-4C40-D492-75A988DAE1AF, 20F61166-1AF5-B9E3-2A98-82590F21625D",,,,,,,,,
185,Wall,35C2E85C-19D6-FA9A-9829-E83A2D58D766,8.30,0.15,3.20,PAREDE 27cm,0,-3.63,-39.52,36.0,-1.65,-31.39,39.2,60D17DE1-7CFE-977E-A1A9-02920AC5855D,,,,,,,,,
186,Wall,F7EF0B18-1297-9A21-3DC1-8790E98662AE,2.23,0.15,3.20,PAREDE 27cm,0,-2.23,-37.73,36.0,-0.03,-37.1,39.2,,,,,,,,,,
187,Wall,0118A018-D77C-66EB-5552-B2D5C3FF1F49,11.25,0.30,3.20,PAREDE 26cm,0,-5.05,-40.24,36.0,5.99,-37.47,39.2,,,,,,,,,,
188,Wall,B6AA6427-38B2-4C61-BB58-31EF33F8648C,8.30,0.25,3.20,PAREDE 27cm,0,4.15,-37.76,36.0,6.23,-29.61,39.2,,,,,,,,,,
189,Wall,EAFDE299-1619-C790-9F63-BC4B74FE3787,5.75,0.15,3.20,PAREDE 27cm,0,-0.94,-33.33,36.0,4.7,-31.92,39.2,,,,,,,,,,
190,Wall,675969EC-2754-344F-68A9-C8C26B35670F,3.27,0.25,3.20,PAREDE 28cm,0,-5.68,-37.42,36.0,-2.43,-36.46,39.2,,,,,,,,,,
191,Wall,0DC46B9A-1E25-361A-F9ED-1285CBE1FDEA,8.30,0.30,3.20,PAREDE 27cm,0,-6.82,-40.24,39.2,-4.69,-32.08,42.4,,,,,,,,,,
192,Wall,7BD1C1C2-80AE-CD2A-DB9E-535667EFC513,4.86,0.15,3.20,PAREDE 27cm,0,-5.33,-36.86,39.2,-4.11,-32.09,42.4,,,,,,,,,,
193,Wall,3E870EA4-F961-32C3-ACDF-C15BB58D0A25,8.30,0.25,3.20,PAREDE 27cm,0,-1.45,-39.03,39.2,0.62,-30.88,42.4,C1076CF3-3181-3F1E-267E-7C144C10C2EB,,,,,,,,,
194,Wall,77FDE709-22AF-0661-F9B0-57C0A7FFB234,8.30,0.15,3.20,PAREDE 27cm,0,-3.63,-39.52,39.2,-1.65,-31.39,42.4,84C51CFC-052A-9133-3318-D76FCA07C816,,,,,,,,,
195,Wall,D583A8A9-C7D2-F328-2354-905B2410DF09,2.23,0.15,3.20,PAREDE 27cm,0,-2.23,-37.73,39.2,-0.03,-37.1,42.4,,,,,,,,,,
196,Wall,4819BD42-FF35-F997-E048-575B32172C38,11.25,0.30,3.20,PAREDE 26cm,0,-5.05,-40.24,39.2,5.99,-37.47,42.4,,,,,,,,,,
197,Wall,811B2E0A-5B78-D3A4-7137-5AF67016CCEF,8.30,0.25,3.20,PAREDE 27cm,0,4.15,-37.76,39.2,6.23,-29.61,42.4,,,,,,,,,,
198,Wall,716E1F63-70D0-2A16-BA5B-45433099F76A,5.75,0.15,3.20,PAREDE 27cm,0,-0.94,-33.33,39.2,4.7,-31.92,42.4,,,,,,,,,,
199,Wall,C7377456-00B9-598D-C905-21A5D4855B8E,3.27,0.25,3.20,PAREDE 28cm,0,-5.68,-37.42,39.2,-2.43,-36.46,42.4,,,,,,,,,,
200,Wall,854AA03C-72E2-B510-C622-23029F916110,8.30,0.30,3.20,PAREDE 27cm,0,-6.82,-40.24,42.4,-4.69,-32.08,45.6,,,,,,,,,,
201,Wall,9546CC02-4264-F5D7-5D92-6EE0EB58DE2F,4.86,0.15,3.20,PAREDE 27cm,0,-5.33,-36.86,42.4,-4.11,-32.09,45.6,,,,,,,,,,
202,Wall,EB420A4A-5FEE-EF27-21D3-BDA22BED1E95,8.30,0.25,3.20,PAREDE 27cm,0,-1.45,-39.03,42.4,0.62,-30.88,45.6,0B2CC27F-B7C1-7302-89AB-A31829A010D3,,,,,,,,,
203,Wall,744C33DC-2FBB-6DCC-EFCB-D9CCF7795638,8.30,0.15,3.20,PAREDE 27cm,0,-3.63,-39.52,42.4,-1.65,-31.39,45.6,514F080D-CACD-BCD4-B021-2A17AC8AB663,,,,,,,,,
204,Wall,236987C3-5FF3-6000-6FEA-657E39AF9DB4,2.23,0.15,3.20,PAREDE 27cm,0,-2.23,-37.73,42.4,-0.03,-37.1,45.6,,,,,,,,,,
205,Wall,8FF9F9E5-B58C-7E08-0DBB-9E7F7D4951A1,11.25,0.30,3.20,PAREDE 26cm,0,-5.05,-40.24,42.4,5.99,-37.47,45.6,,,,,,,,,,
206,Wall,B6384DE5-8FAC-CE4D-2977-14287BA60BD5,8.30,0.25,3.20,PAREDE 27cm,0,4.15,-37.76,42.4,6.23,-29.61,45.6,,,,,,,,,,
207,Wall,207876F4-BABA-FD8E-F492-CFD272160439,5.75,0.15,3.20,PAREDE 27cm,0,-0.94,-33.33,42.4,4.7,-31.92,45.6,,,,,,,,,,
208,Wall,ABAA5698-A00A-2E10-EFAC-FEB3C57DB28A,3.27,0.25,3.20,PAREDE 28cm,0,-5.68,-37.42,42.4,-2.43,-36.46,45.6,,,,,,,,,,
209,Wall,F1954735-3FED-D860-48B0-BCADC0995959,8.30,0.30,3.20,PAREDE 27cm,0,-6.82,-40.24,45.6,-4.69,-32.08,48.8,,,,,,,,,,
210,Wall,E339F828-25E0-B721-A035-19E34295B0D3,4.86,0.15,3.20,PAREDE 27cm,0,-5.33,-36.86,45.6,-4.11,-32.09,48.8,,,,,,,,,,
211,Wall,E36BD250-12AE-8DB1-ECCB-E834AF94381B,8.30,0.25,3.20,PAREDE 27cm,0,-1.45,-39.03,45.6,0.62,-30.88,48.8,CF780982-F356-C39A-2FBD-ABC5CF44D2D7,,,,,,,,,
212,Wall,5A509810-4074-558D-06BC-E14384E06738,8.30,0.15,3.20,PAREDE 27cm,0,-3.63,-39.52,45.6,-1.65,-31.39,48.8,26A51581-3A15-E367-4F66-E4E25CAA3D6F,,,,,,,,,
213,Wall,F5B04B08-601D-D2BC-17CC-154EDD3FC620,2.23,0.15,3.20,PAREDE 27cm,0,-2.23,-37.73,45.6,-0.03,-37.1,48.8,,,,,,,,,,
214,Wall,E42A47A5-C261-09C7-B0CD-914B0B87DEBC,11.25,0.30,3.20,PAREDE 26cm,0,-5.05,-40.24,45.6,5.99,-37.47,48.8,,,,,,,,,,
215,Wall,FAA2AA16-0D93-0A7B-C3FD-58361C2C6052,8.30,0.25,3.20,PAREDE 27cm,0,4.15,-37.76,45.6,6.23,-29.61,48.8,,,,,,,,,,
216,Wall,712F834A-FA7E-D1FC-3467-F7644B604124,5.75,0.15,3.20,PAREDE 27cm,0,-0.94,-33.33,45.6,4.7,-31.92,48.8,,,,,,,,,,
217,Wall,20F2C59F-38C3-5B72-F22A-70ED1B86F0B6,3.27,0.25,3.20,PAREDE 28cm,0,-5.68,-37.42,45.6,-2.43,-36.46,48.8,,,,,,,,,,
218,Wall,82B5A681-8513-EF52-C0F9-763116929750,8.30,0.30,3.20,PAREDE 27cm,0,-6.82,-40.24,48.8,-4.69,-32.08,52.0,,,,,,,,,,
219,Wall,915EBE89-E749-A616-1B9D-4F5E2FA4861C,4.86,0.15,3.20,PAREDE 27cm,0,-5.33,-36.86,48.8,-4.11,-32.09,52.0,,,,,,,,,,
220,Wall,BA701BC4-4A8A-3745-0CB0-C43848B0C7A4,8.30,0.25,3.20,PAREDE 27cm,0,-1.45,-39.03,48.8,0.62,-30.88,52.0,C5A03018-C996-B1EF-0CCD-2B1BFE160725,,,,,,,,,
221,Wall,D9011EDF-0315-C2B9-CD90-C7936A1966A6,8.30,0.15,3.20,PAREDE 27cm,0,-3.63,-39.52,48.8,-1.65,-31.39,52.0,BE022787-E38E-69CB-97A0-26885F4ECC83,,,,,,,,,
222,Wall,35491B9E-A664-86D7-6FA6-4CF9E294507C,2.23,0.15,3.20,PAREDE 27cm,0,-2.23,-37.73,48.8,-0.03,-37.1,52.0,,,,,,,,,,
223,Wall,BF10E719-070E-7D80-D996-8122552B1AE4,11.25,0.30,3.20,PAREDE 26cm,0,-5.05,-40.24,48.8,5.99,-37.47,52.0,,,,,,,,,,
224,Wall,C5823E5D-292B-E4A7-BEF5-69A1B7858B93,8.30,0.25,3.20,PAREDE 27cm,0,4.15,-37.76,48.8,6.23,-29.61,52.0,,,,,,,,,,
225,Wall,033AEB5B-58DF-8A97-7B78-541AA7A2A10E,5.75,0.15,3.20,PAREDE 27cm,0,-0.94,-33.33,48.8,4.7,-31.92,52.0,,,,,,,,,,
226,Wall,E97E4F2D-F4A8-0519-D714-E95D21C35517,3.27,0.25,3.20,PAREDE 28cm,0,-5.68,-37.42,48.8,-2.43,-36.46,52.0,,,,,,,,,,
227,Wall,575DB2EE-B4D9-4D5F-B7F0-6BAF718AF503,2.30,0.10,3.00,DRYWALL,0,-2.86,-28.37,-25.9,-2.26,-26.1,-22.9,,,,,,,,,,
228,Wall,35FC1658-BFB8-428C-83E1-9B49CF482FEC,2.30,0.03,3.00,DRYWALL,0,-2.46,-28.28,-25.9,-1.92,-26.03,-22.9,,,,,,,,,,
229,Wall,AA2B2E24-53D7-4C5A-BACF-F4462A842C00,3.86,0.10,3.00,DRYWALL,0,-2.35,-28.46,-25.9,1.43,-27.52,-22.9,,,,,,,,,,
230,Wall,0087D811-0A7E-49D9-86FE-F53FD660B608,5.00,0.10,3.00,DRYWALL,0,0.81,-30.17,-25.9,2.01,-25.27,-22.9,"6753A316-594C-424F-9109-EF794F683F67, 3BA41B21-C085-4855-8278-988811F1FA45",,,,,,,,,
231,Wall,5401234A-5191-A93C-C288-ADF59BD316D2,2.30,0.03,3.00,DRYWALL,0,-2.46,-28.28,10.4,-1.92,-26.03,13.4,,,,,,,,,,
232,Wall,9BEF2EEF-FE07-7F82-4D0E-BDC523B1A9CD,3.86,0.10,3.00,DRYWALL,0,-2.35,-28.46,10.4,1.43,-27.52,13.4,,,,,,,,,,
233,Wall,B07C6E6D-B2B6-2677-276D-F2902F22C5ED,2.30,0.10,3.00,DRYWALL,0,-2.86,-28.37,10.4,-2.26,-26.1,13.4,,,,,,,,,,
234,Wall,1AAD239A-DDE8-79AB-14DB-91802918DD0C,5.00,0.10,3.00,DRYWALL,0,0.81,-30.17,10.4,2.01,-25.27,13.4,"DCDF4EAC-66D9-F6EB-63DC-7CD60506F49D, 98200D5A-C3AB-A2F0-C2FC-118B08BEE718",,,,,,,,,
235,Wall,6A6FA3AE-3603-4E84-9595-A7655870CC12,2.30,0.10,3.00,DRYWALL,0,-5.51,-16.67,-29.1,-4.91,-14.4,-26.1,,,,,,,,,,
236,Wall,7FFF57B5-53F2-47F9-B940-EB1BC38BBE2F,5.32,0.10,3.00,DRYWALL,0,-5.53,-14.42,-29.1,-0.32,-13.15,-26.1,81884892-5F81-4408-9E90-E5267AD509AF,,,,,,,,,
237,Wall,03028A0F-4C6A-49F8-B203-BF5F03CEF588,2.30,0.03,3.00,DRYWALL,0,-5.11,-16.58,-29.1,-4.57,-14.33,-26.1,,,,,,,,,,
238,Wall,206157B7-629A-43B3-932A-F7AE58514866,3.86,0.10,3.00,DRYWALL,0,-6.76,-8.96,-32.3,-2.98,-8.01,-29.3,,,,,,,,,,
239,Wall,FB080B71-B604-4F0C-99BA-F075E5C12CB5,2.30,0.10,3.00,DRYWALL,0,-7.27,-8.86,-32.3,-6.67,-6.6,-29.3,,,,,,,,,,
240,Wall,46117072-7807-4F46-9217-2DD43D696B5E,5.00,0.10,3.00,DRYWALL,0,-3.61,-10.67,-32.3,-2.41,-5.77,-29.3,92A24606-105C-4C7E-8B1A-4C4999F2DC7B,,,,,,,,,
241,Wall,2953B3EA-64BF-453D-8C42-5925A51C6C92,2.30,0.03,3.00,DRYWALL,0,-6.88,-8.77,-32.3,-6.34,-6.52,-29.3,,,,,,,,,,
242,Wall,58A68D47-E943-0AD4-ECAC-0965312CEB51,2.30,0.03,3.00,DRYWALL,0,-5.11,-16.58,10.4,-4.57,-14.33,13.4,,,,,,,,,,
243,Wall,271D829E-C302-2810-F49F-BE965EFCBF2D,2.30,0.10,3.00,DRYWALL,0,-5.51,-16.67,10.4,-4.91,-14.4,13.4,,,,,,,,,,
244,Wall,090B44B5-3665-C1B6-DB64-EC00FA0176C9,5.32,0.10,3.00,DRYWALL,0,-5.53,-14.42,10.4,-0.32,-13.15,13.4,AD495B33-3D20-E48B-68DE-A47140CBEE7E,,,,,,,,,
245,Wall,74CDCF83-728A-EF3B-D6C4-61C220C6FAE0,5.00,0.10,3.00,DRYWALL,0,-3.61,-10.67,10.4,-2.41,-5.77,13.4,"A5AE7400-1949-3F73-94EB-5D23BA4B991C, 83C2DC8D-7C47-8112-BED0-3E6492AB97A4",,,,,,,,,
246,Wall,4E14AD6F-F4FB-1774-2251-F0A8BFA96D95,2.30,0.03,3.00,DRYWALL,0,-6.88,-8.77,10.4,-6.34,-6.52,13.4,,,,,,,,,,
247,Wall,2BBBEF67-9C3C-8F17-2C01-1FB288F742C5,2.30,0.10,3.00,DRYWALL,0,-7.27,-8.86,10.4,-6.67,-6.6,13.4,,,,,,,,,,
248,Wall,D2CBFC6C-C3EC-2B18-56AB-DD76C8BE6CC0,3.86,0.10,3.00,DRYWALL,0,-6.76,-8.96,10.4,-2.98,-8.01,13.4,,,,,,,,,,
249,Wall,10978317-1367-0566-9FB8-A08E6ECF1EE6,5.00,0.10,3.00,DRYWALL,0,-2.44,-15.83,20.0,-1.24,-10.94,23.0,"B6BC833B-1893-EDF9-7150-1D31F257677F, 14DC233D-4220-91DE-3A20-841B7481D127",,,,,,,,,
250,Wall,E5C9F801-9264-F717-327F-02C8062C3811,2.30,0.03,3.00,DRYWALL,0,-5.11,-16.58,20.0,-4.57,-14.33,23.0,,,,,,,,,,
251,Wall,CF56CF7C-4365-4C3E-013D-1A2BD2093A0B,2.30,0.10,3.00,DRYWALL,0,-5.51,-16.67,20.0,-4.91,-14.4,23.0,,,,,,,,,,
252,Wall,2DBF6669-77B6-B400-F5D7-4802720FF1FC,3.86,0.10,3.00,DRYWALL,0,-5.53,-14.42,20.0,-1.75,-13.48,23.0,,,,,,,,,,
253,Wall,78470A0C-A30F-47A5-0A93-5D720534F985,5.00,0.10,3.00,DRYWALL,0,0.81,-30.17,20.0,2.01,-25.27,23.0,A3C36F92-1499-CFD3-E662-0DD22448F4FE,,,,,,,,,
254,Wall,44A4C103-6EFA-A79D-B409-4AEBBECC919C,2.30,0.03,3.00,DRYWALL,0,-2.46,-28.28,20.0,-1.92,-26.03,23.0,,,,,,,,,,
255,Wall,81B02DBD-78F0-CA6D-729E-D5BE516FF6F0,2.30,0.10,3.00,DRYWALL,0,-2.86,-28.37,20.0,-2.26,-26.1,23.0,,,,,,,,,,
256,Wall,7AAB98F6-AF0C-96BD-91C4-EE3F67F4305E,3.86,0.10,3.00,DRYWALL,0,-2.35,-28.46,20.0,1.43,-27.52,23.0,,,,,,,,,,
257,Wall,A73906B7-C1EA-C7F0-16FC-C5EA66C48F9B,5.00,0.10,3.00,DRYWALL,0,-0.23,-25.59,20.0,0.97,-20.69,23.0,"F83F1273-291B-FA56-D06F-69213FA92529, 652A81B1-1ECF-6876-0218-AC73EFDEA44F",,,,,,,,,
258,Wall,12540F89-0068-2F30-C229-9C913C1E8CC8,2.30,0.03,3.00,DRYWALL,0,-2.9,-26.33,20.0,-2.37,-24.08,23.0,,,,,,,,,,
259,Wall,742FA0EB-7D64-176E-3D93-C1084D9302E9,2.30,0.10,3.00,DRYWALL,0,-3.3,-26.42,20.0,-2.7,-24.15,23.0,,,,,,,,,,
260,Wall,783FB200-68D8-6873-0CCD-63DB4EEFC0F9,3.86,0.10,3.00,DRYWALL,0,-3.32,-24.18,20.0,0.46,-23.23,23.0,,,,,,,,,,
261,Wall,E76BAF3D-2AD6-910E-FC77-5DE2E6548E47,2.30,0.03,3.00,DRYWALL,0,-4.67,-18.53,20.0,-4.13,-16.28,23.0,,,,,,,,,,
262,Wall,939CC985-0CB3-5933-2770-D2C028BC479C,2.30,0.10,3.00,DRYWALL,0,-5.06,-18.62,20.0,-4.46,-16.35,23.0,,,,,,,,,,
263,Wall,FE30FBCD-A7CB-8DB9-6E7D-6E475A87F6AA,5.32,0.10,3.00,DRYWALL,0,-4.56,-18.71,20.0,0.65,-17.44,23.0,B0C6A441-0009-4D70-1F22-5C012BC50C4F,,,,,,,,,
264,Wall,D7889764-F4B7-7BF7-E98E-BECBFFF7DD80,5.00,0.10,3.00,DRYWALL,0,-2.44,-15.83,29.6,-1.24,-10.94,32.6,E65BD20C-4680-A736-1F5B-287D045C9D58,,,,,,,,,
265,Wall,25C19F9A-786B-116C-52BB-4D57FDBE4107,2.30,0.03,3.00,DRYWALL,0,-5.11,-16.58,29.6,-4.57,-14.33,32.6,,,,,,,,,,
266,Wall,B5647F6C-A465-542C-2BA7-ED9939EB0A3B,2.30,0.10,3.00,DRYWALL,0,-5.51,-16.67,29.6,-4.91,-14.4,32.6,,,,,,,,,,
267,Wall,D15DF32E-30FE-8568-9EA7-A3E68B98D229,3.86,0.10,3.00,DRYWALL,0,-5.53,-14.42,29.6,-1.75,-13.48,32.6,,,,,,,,,,
268,Wall,9FFB6FC0-AED1-3006-58EE-68E62A563E90,5.00,0.10,3.00,DRYWALL,0,-3.61,-10.67,29.6,-2.41,-5.77,32.6,"D4BF288F-6D0D-F5DA-7A36-6FA26EEE2955, 4BE1F83B-F493-7242-D15E-5FEA9080041A",,,,,,,,,
